"district","county","spatial.id","sources","time.of.first.protest","city_county","cities","districtcapital","dist_border","protests53","poland","WGTV","dist_Berlin","exits_89","pop_change_80to88","pop_county.1984","sum_im.1984","zersetz.1984","zersetz_and_prevent.1984","percentage_employed_persons.1984","percentage_construction_workers.1984","percentage_farmers.1984","industrial_productivity.1984","available_flats.1984","theater_performances.1984","theater_guests.1984","flats_per_ht.1984","hospital_beds_per_ht.1984","theater_guests_per_ht.1984","theater_perf_per_ht.1984","percentage_female.1984","pop.log.1984","ovs_clean.1984","opks_clean.1984","sum_im_clean.1984","ims_clean.1984","pop_change_yearly.1984","petition_sum.1984","pop_county.1985","sum_im.1985","parrests.1985","zersetz.1985","zersetz_and_prevent.1985","pop.log.1985","ovs_clean.1985","opks_clean.1985","sum_im_clean.1985","ims_clean.1985","pop_change_yearly.1985","petition_sum.1985","pop_county.1986","sum_im.1986","parrests.1986","zersetz.1986","zersetz_and_prevent.1986","pop.log.1986","ovs_clean.1986","opks_clean.1986","sum_im_clean.1986","ims_clean.1986","pop_change_yearly.1986","petition_sum.1986","pop_county.1987","sum_im.1987","parrests.1987","zersetz.1987","zersetz_and_prevent.1987","percentage_employed_persons.1987","percentage_construction_workers.1987","percentage_farmers.1987","industrial_productivity.1987","available_flats.1987","theater_performances.1987","theater_guests.1987","flats_per_ht.1987","hospital_beds_per_ht.1987","theater_guests_per_ht.1987","theater_perf_per_ht.1987","percentage_female.1987","pop.log.1987","ovs_clean.1987","opks_clean.1987","sum_im_clean.1987","ims_clean.1987","pop_change_yearly.1987","petition_sum.1987","pop_county.1988","sum_im.1988","parrests.1988","zersetz.1988","zersetz_and_prevent.1988","pop.log.1988","ovs_clean.1988","opks_clean.1988","sum_im_clean.1988","ims_clean.1988","petition_sum.1988","sum.participants","n.protest.events","OPKs_DVP_86","OPKs_DVP_87","OPKs_DVP_88","ovs.sum","petition.sum","zersetz_and_prevent.sum","parrests.sum","OPKs_DVP_sum","sum.participants_ht","mean.participants_ht","pop_county.1984.log","pop_county.1985.log","pop_county.1986.log","pop_county.1987.log"
"Rostock","Bad Doberan","Bad DoberanRostock","Schwabe",52,0,5,0,48.7889096237,0,0,1,201.960656994,60,-0.0136803003674708,49668,263,NA,NA,458.3,7.9,14.5,202,10040,2581,663,20214.2224369816,1060,1334.86349359749,5196.50479181767,0.518440111420613,10.8131161415367,NA,25,263,222,0.18153213118722,NA,49423,267,6,NA,0,10.8081711818685,3,21,267,224,-0.493275348312797,1354,49203,260,5,NA,0,10.8037098762312,5,19,260,214,-0.445136879590474,1506,49440,225,3,NA,NA,468.5,7.4,14.6,233,10155,2531,564,20540.0485436893,1030,1140.77669902913,5119.33656957929,0.513134851138354,10.8085150921316,1,17,225,188,0.481677946466679,1290,49387,226,7,NA,NA,10.8074425106492,2,6,226,193,NA,33650,20,30,26,20,11,4150,0,21,76,67749.8590641862,3387.49295320931,10.8131161415367,10.8081711818685,10.8037098762312,10.8085150921316
"Cottbus","Bad Liebenwerda","Bad LiebenwerdaCottbus","Schwabe",61,0,4,0,158.943082717,1,0,1,115.718973135,69,-0.0355403566568789,54745,NA,NA,NA,456.9,6.9,11,221,9681,763,260,17683.8067403416,790,474.929217280117,1393.73458763357,0.520656479909451,10.9104413193075,NA,NA,NA,NA,-0.220537309080305,617,54584,NA,1,NA,NA,10.9074960784953,NA,NA,NA,NA,-0.294090784546534,NA,54336,NA,2,NA,NA,10.902942269671,NA,NA,NA,NA,-0.454345595778983,751,54245,NA,1,NA,NA,462.2,6.6,10.8,248,9015,724,291,16619.0432297908,760,536.454972808554,1334.68522444465,0.516668550118657,10.9012661012566,NA,NA,NA,NA,-0.167476442873969,NA,53867,NA,5,NA,NA,10.8942733245007,NA,NA,NA,NA,NA,6900,6,48,39,30,0,1368,0,9,117,12603.89076628,2100.64846104667,10.9104413193075,10.9074960784953,10.902942269671,10.9012661012566
"Suhl","Bad Salzungen","Bad SalzungenSuhl","Schwabe",56,0,6,0,10.3255405047,0,0,1,299.550217111,115,-0.00606080751673093,89988,284,NA,1,296.5,5.9,7.9,223,5557,456,211,6175.26781348624,900,234.475707872161,506.734231230831,0.524077775758677,11.4074316070894,9,30,284,240,0.0478069931624882,1473,89755,294,4,NA,NA,11.4048390151052,7,21,294,248,-0.25892341201049,1391,89722,NA,6,NA,NA,11.4044712799595,6,20,NA,NA,-0.0367667539412846,1658,89572,214,7,NA,NA,297.4,5.7,8,251,5668,453,182,6327.8703166168,890,203.188496405127,505.73840039298,0.518127163417745,11.4027980501247,4,38,214,192,-0.167183076614431,NA,89705,NA,11,NA,NA,11.4042817878535,NA,NA,NA,238,1325,25700,30,23,23,23,26,5847,1,28,69,28559.363470685,951.978782356166,11.4074316070894,11.4048390151052,11.4044712799595,11.4027980501247
"Dresden","Bautzen","BautzenDresden","Schwabe",32,0,4,0,191.879513936,2,0,0,162.843069786,808,0.00454617205998421,126165,427,NA,NA,912.4,6,7.9,205,20044,2795,1227,15887.1319304086,970,972.535964807989,2215.35291087069,0.533535217586362,11.7453458530646,10,34,427,371,-0.292409214841743,1553,125902,428,4,NA,1,11.7432591055298,6,26,428,371,-0.208457179090873,1814,126039,430,9,NA,0,11.7443466618505,8,28,430,378,0.108814792457626,2299,127207,422,19,NA,2,912.1,5.8,8.1,227,21568,3078,1445,16955.0417822919,970,1135.94377667896,2419.67816236528,0.528839078507953,11.7535709598205,7,19,422,378,0.926697292107998,1859,127276,424,27,NA,1,11.7541132357422,7,30,424,379,1817,48150,15,48,51,54,38,9342,4,59,153,38164.3086434431,2544.28724289621,11.7453458530646,11.7432591055298,11.7443466618505,11.7535709598205
"Berlin","Berlin (Ost)","Berlin (Ost)Berlin","Schwabe",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7300,3,55,47,47,0,0,0,0,149,NA,NA,NA,NA,NA,NA
"Halle","Bernburg","BernburgHalle","Schwabe",61,0,4,0,63.64316804,5,0,1,142.596814548,131,-0.0774696144552242,78491,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,27124.1288810182,960,1360.66555401256,4455.28786739881,0.527598844957797,11.2707392475162,9,35,NA,NA,-0.907713672516096,NA,77729,NA,2,1,1,11.2609836970958,NA,NA,NA,NA,-0.970811940222446,1108,77161,NA,4,NA,NA,11.2536494270186,7,28,NA,NA,-0.730743995162681,1257,76943,301,12,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,26539.1263662711,940,1562.19539139363,4711.27977853736,0.524277846465101,11.250820166968,14,38,301,251,-0.282526146628478,1154,76737,296,12,NA,NA,11.2481392699954,NA,NA,296,249,1141,8147,10,91,71,61,30,4660,1,30,223,10379.5339593074,1037.95339593074,11.2707392475162,11.2609836970958,11.2536494270186,11.250820166968
"Dresden","Bischofswerda","BischofswerdaDresden","Schwabe",35,0,3,0,169.264719248,1,0,1,163.318808627,474,-0.0443228613419088,67091,204,NA,NA,912.4,6,7.9,205,20044,2795,1227,29875.8402766392,970,1828.85931048874,4165.98351492749,0.533535217586362,11.1138051857969,7,18,204,158,-0.623592842753881,819,66737,214,5,NA,3,11.1085148007407,8,22,214,168,-0.527641561461299,810,66345,215,2,NA,3,11.1026236789705,9,18,215,173,-0.587380313768974,1331,66020,202,5,NA,3,912.1,5.8,8.1,227,21568,3078,1445,32668.8882156922,970,2188.7306876704,4662.22356861557,0.528839078507953,11.0977130054072,4,17,202,159,-0.489863591830583,1112,65677,201,5,NA,2,11.0925040670783,8,16,201,160,1035,8250,8,48,51,54,36,5107,11,17,153,12296.7313052421,1537.09141315527,11.1138051857969,11.1085148007407,11.1026236789705,11.0977130054072
"Halle","Bitterfeld","BitterfeldHalle","Schwabe",58,0,6,0,100.325578096,11,0,1,124.91982034,205,-0.0232528008535935,128305,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,16593.2738396789,960,832.391566969331,2725.53680682748,0.527598844957797,11.7621655210057,9,65,NA,NA,-0.702715671023813,NA,127911,NA,5,0,1,11.7590899885599,NA,NA,NA,NA,-0.30708078406921,1659,127640,NA,3,NA,NA,11.7569690803922,13,30,NA,NA,-0.211866063122015,2123,127663,357,13,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,15995.2374611281,940,941.54140197238,2839.50713989175,0.524277846465101,11.7571492584556,11,34,357,317,0.018019429645879,2188,128159,350,22,NA,NA,11.7610269595252,NA,NA,350,315,2018,4500,12,91,71,61,33,7988,1,43,223,3507.26783835392,292.272319862827,11.7621655210057,11.7590899885599,11.7569690803922,11.7571492584556
"Leipzig","Borna","BornaLeipzig","Schwabe",63,0,7,0,88.0506605985,6,0,1,166.965138236,320,-0.0527007635092947,87445,545,0,0,706.9,6.6,8.3,176,19437,2262,1205,22227.6859740408,1230,1378.0090342501,2586.76882611928,0.535476878612717,11.3787653032833,9,78,545,485,-0.635198400072724,1909,87411,472,3,0,0,11.3783764118477,7,67,472,415,-0.0388815827091315,NA,87127,470,6,1,1,11.375122103323,7,42,470,412,-0.324901900218508,NA,86555,457,3,1,1,705,6.5,8.3,189,19031,2048,948,21987.1757841835,1200,1095.2573508174,2366.12558488822,0.530966325036603,11.3685353290108,5,44,457,407,-0.656512906446911,1965,86478,452,15,0,0,11.3676453253112,5,43,452,400,NA,3435,5,35,28,32,33,3874,2,27,95,3928.18342958431,785.636685916862,11.3787653032833,11.3783764118477,11.375122103323,11.3685353290108
"Karl-Marx-Stadt","Brand-Erbisdorf","Brand-ErbisdorfKarl-Marx-Stadt","Schwabe",55,0,3,0,107.267270132,0,0,1,193.775124933,245,-0.022253611214754,37252,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,67266.1870503597,870,2445.50628154193,6949.9624181252,0.535546027208724,10.5254609136415,NA,NA,NA,NA,-0.168832909017821,1211,37031,113,2,NA,1,10.519510678674,12,20,113,93,-0.593256737893267,1543,36824,109,0,NA,NA,10.5139050854971,NA,NA,109,91,-0.558991115551835,1613,36721,113,1,NA,NA,962.6,5.9,6,216,26486,2527,820,72127.6653685902,940,2233.05465537431,6881.62087089132,0.532388772607739,10.5111040774791,13,23,113,95,-0.27970888550945,766,36687,110,2,NA,0,10.5101777478575,8,27,110,93,713,17210,6,44,52,52,33,5846,1,5,148,46198.8618060775,7699.81030101292,10.5254609136415,10.519510678674,10.5139050854971,10.5111040774791
"Cottbus","Calau","CalauCottbus","Schwabe",61,0,3,0,205.137607701,4,0,1,95.0582512569,72,-0.03548692943248,57195,NA,NA,NA,456.9,6.9,11,221,9681,763,260,16926.3047469184,790,454.5851910132,1334.03269516566,0.520656479909451,10.9542217609598,NA,NA,NA,NA,-0.90784663628961,933,56736,NA,7,NA,NA,10.9461642088739,NA,NA,NA,NA,-0.802517702596381,947,56497,NA,4,NA,NA,10.9419428183797,NA,NA,NA,NA,-0.421249294980259,1135,56506,NA,7,NA,NA,462.2,6.6,10.8,248,9015,724,291,15954.0579761441,760,514.989558630942,1281.27986408523,0.516668550118657,10.9421021061865,NA,NA,NA,NA,0.0159300493831531,698,56968,NA,8,NA,NA,10.950244985662,NA,NA,NA,NA,898,145800,19,48,39,30,0,4611,0,26,117,254917.387883556,13416.7046254503,10.9542217609598,10.9461642088739,10.9419428183797,10.9421021061865
"Karl-Marx-Stadt","Chemnitz (Stadt)","Chemnitz (Stadt)Karl-Marx-Stadt","Schwabe",31,1,1,1,81.6229675293,0,0,1,191.567592095,2738,-0.0139136650599056,317210,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,7899.49875476813,870,287.191450458687,816.178556792031,0.535546027208724,12.6673192940971,NA,NA,NA,NA,-0.535248983277781,4993,315452,533,23,NA,5,12.6617618099278,39,102,533,430,-0.55420699221336,4558,313799,545,18,NA,NA,12.6565079325328,NA,NA,545,431,-0.524009992011463,5728,313238,505,36,NA,NA,962.6,5.9,6,216,26486,2527,820,8455.55136988488,940,261.781776157427,806.734815060752,0.532388772607739,12.6547185639639,39,121,505,408,-0.17877686034691,5270,311765,491,79,NA,0,12.6500049778619,37,107,491,402,5525,168800,29,44,52,52,115,26074,5,156,148,53213.9592068346,1834.9641105805,12.6673192940971,12.6617618099278,12.6565079325328,12.6547185639639
"Karl-Marx-Stadt","Chemnitz-Land","Chemnitz-LandKarl-Marx-Stadt","Schwabe",52,0,2,0,80.7881278064,0,0,1,189.359971805,791,-0.0789685737308622,104130,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,24064.1505810045,870,874.867953519639,2486.3151829444,0.535546027208724,11.5533953975239,NA,NA,NA,NA,-1.20493358633776,NA,102885,269,2,NA,0,11.5413671386015,19,67,269,244,-1.19562085854221,NA,101933,249,7,NA,NA,11.5320710136925,NA,NA,249,221,-0.92530495213102,NA,101170,224,12,NA,NA,962.6,5.9,6,216,26486,2527,820,26179.6975387961,940,810.516951665513,2497.77602055945,0.532388772607739,11.5245575491999,17,50,224,194,-0.748530897746559,NA,101727,219,21,NA,1,11.530048033527,18,46,219,188,NA,5850,7,44,52,52,54,0,1,42,148,5617.97752808989,802.568218298555,11.5533953975239,11.5413671386015,11.5320710136925,11.5245575491999
"Cottbus","Cottbus (Stadt)","Cottbus (Stadt)Cottbus","Schwabe",57,1,1,1,224.001042118,1,0,1,105.357900369,538,0.167047701994085,122886,NA,NA,NA,456.9,6.9,11,221,9681,763,260,7878.03329915532,790,211.578210699347,620.9006721677,0.520656479909451,11.7190123753144,NA,NA,NA,NA,1.7917049775105,630,124752,NA,18,NA,NA,11.7340830455494,NA,NA,NA,NA,1.51848054294224,525,126592,NA,20,NA,NA,11.7487245955423,NA,NA,NA,NA,1.47492625368732,710,128136,NA,11,NA,NA,462.2,6.6,10.8,248,9015,724,291,7035.49353811575,760,227.102453643004,565.024661297371,0.516668550118657,11.7608474788481,NA,NA,NA,NA,1.21966632962588,NA,128639,NA,35,NA,NA,11.7647653107507,NA,NA,NA,NA,NA,6160,6,48,39,30,0,1865,0,84,117,5012.77606887684,835.462678146141,11.7190123753144,11.7340830455494,11.7487245955423,11.7608474788481
"Leipzig","Delitzsch","DelitzschLeipzig","Schwabe",57,0,1,0,114.198112511,6,0,1,134.299508552,187,0.0535578819602488,54406,214,0,0,706.9,6.6,8.3,176,19437,2262,1205,35725.8390618682,1230,2214.82924677425,4157.62967319781,0.535476878612717,10.9042297208797,1,31,214,198,-0.552021642172991,1022,54252,232,6,0,0,10.9013951370826,4,51,232,215,-0.283057015770319,730,54357,255,0,0,0,10.9033286791042,5,31,255,234,0.193541251935413,1119,54494,263,1,0,0,705,6.5,8.3,189,19031,2048,948,34923.1108011891,1200,1739.64106140126,3758.21191323815,0.530966325036603,10.9058458828477,5,29,263,242,0.252037456077414,908,55552,250,6,0,0,10.92507479802,4,26,250,229,585,2600,5,35,28,32,19,4364,0,13,95,4778.88468183656,955.776936367312,10.9042297208797,10.9013951370826,10.9033286791042,10.9058458828477
"Neubrandenburg","Demmin","DemminNeubrandenburg","Schwabe",51,0,3,0,130.765143702,1,0,0,154.470425296,27,-0.0835705946211671,46514,170,NA,NA,302.8,8.7,26.8,218,6959,713,168,14961.0869845638,950,361.181579739433,1532.871823537,0.515723270440252,10.7475086215302,2,8,170,152,-1.03614816706028,NA,46046,171,2,NA,1,10.7373961758043,0,7,171,154,-1.00614868641699,NA,45705,170,0,NA,NA,10.7299629800879,0,15,170,153,-0.740563784042045,NA,45231,163,1,NA,0,307,8.1,27.1,239,7629,775,175,16866.7506798435,930,386.902787910946,1713.42663217705,0.51241134751773,10.719537971447,2,16,163,145,-1.03708565802429,NA,44741,154,3,NA,0,10.7086455861578,2,9,154,136,NA,27030,20,14,12,14,6,0,1,6,40,58111.5363116481,2905.57681558241,10.7475086215302,10.7373961758043,10.7299629800879,10.719537971447
"Halle","Dessau (Stadt)","Dessau (Stadt)Halle","Schwabe",34,0,1,0,86.0478268138,1,0,1,111.905473077,389,0.0242182800682372,103816,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,20507.4362333359,960,1028.74316097711,3368.45958233798,0.527598844957797,11.5503753804171,9,69,NA,NA,0.0751894194991228,NA,103569,NA,17,0,0,11.5479933362307,NA,NA,NA,NA,-0.23792093704246,1587,103538,NA,31,NA,NA,11.547693974063,12,30,NA,NA,-0.0299317363303691,2676,103831,236,16,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,19666.5735666612,940,1157.65041268985,3491.2502046595,0.524277846465101,11.5505198563789,10,33,236,214,0.282987888504704,2599,103867,221,23,NA,NA,11.5508665135481,NA,NA,221,205,2183,1553500,47,91,71,61,31,9045,0,87,223,1496397.47245126,31838.2440947077,11.5503753804171,11.5479933362307,11.547693974063,11.5505198563789
"Dresden","Dippoldiswalde","DippoldiswaldeDresden","Schwabe",34,0,5,0,125.618757664,0,0,1,189.385219592,172,-0.0260280536678864,45120,286,NA,NA,912.4,6,7.9,205,20044,2795,1227,44423.7588652482,970,2719.41489361702,6194.59219858156,0.533535217586362,10.7170808861719,4,20,286,236,-0.381957476872806,NA,44999,282,0,NA,0,10.7143955462833,4,14,282,232,-0.268173758865248,NA,44825,271,0,NA,0,10.7105212984733,3,17,271,221,-0.38667525945021,NA,45006,275,9,NA,1,912.1,5.8,8.1,227,21568,3078,1445,47922.4992223259,970,3210.68302004177,6839.08812158379,0.528839078507953,10.7145510931977,2,18,275,224,0.403792526491913,NA,44717,271,9,NA,1,10.7081090215,1,22,271,221,NA,2100,2,48,51,54,14,0,2,18,153,4654.25531914894,2327.12765957447,10.7170808861719,10.7143955462833,10.7105212984733,10.7145510931977
"Leipzig","Doebeln","DoebelnLeipzig","Schwabe",57,0,5,0,112.909641834,5,0,1,155.648710302,277,-0.0476558179332798,92910,389,0,0,706.9,6.6,8.3,176,19437,2262,1205,20920.245398773,1230,1296.95404154558,2434.61414271876,0.535476878612717,11.4393865616354,9,41,389,344,-0.536339403282269,3029,92606,395,2,0,0,11.4361092133516,11,43,395,356,-0.32719836400818,2701,92517,386,9,0,0,11.4351476903981,8,33,386,349,-0.0961060838390601,2458,91533,392,1,0,0,705,6.5,8.3,189,19031,2048,948,20791.4085630319,1200,1035.69204549179,2237.44441895273,0.530966325036603,11.4244548419807,14,26,392,352,-1.06358831349914,2272,91266,395,11,0,0,11.4215335985398,11,25,395,361,2046,10900,6,35,28,32,53,12506,0,23,95,11731.7834463459,1955.29724105765,11.4393865616354,11.4361092133516,11.4351476903981,11.4244548419807
"Dresden","Dresden (Stadt)","Dresden (Stadt)Dresden","Schwabe",30,1,1,1,143.479721084,1,0,0,164.72993388,5695,0.0042180270256125,520061,891,NA,NA,912.4,6,7.9,205,20044,2795,1227,3854.16326161739,970,235.933861604696,537.436954511105,0.533535217586362,13.1617013913699,39,144,891,720,-0.472889698621328,8719,519769,877,49,NA,7,13.1611397610887,38,132,877,700,-0.0561472596483874,9794,519810,901,68,NA,10,13.161218639173,27,123,901,723,0.00788811953002199,13817,521205,930,72,NA,1,912.1,5.8,8.1,227,21568,3078,1445,4138.10304966376,970,277.242159994628,590.554580251532,0.528839078507953,13.1638987174332,27,144,930,752,0.268367288047556,12616,518057,982,81,NA,12,13.1578405537979,23,126,982,786,10940,13000,4,48,51,54,154,55886,30,270,153,2499.70676516793,624.926691291983,13.1617013913699,13.1611397610887,13.161218639173,13.1638987174332
"Dresden","Dresden-Land","Dresden-LandDresden","Schwabe",48,0,3,0,148.59786341,3,0,1,157.585967425,847,-0.0625318233693267,110790,535,NA,NA,912.4,6,7.9,205,20044,2795,1227,18091.8855492373,970,1107.5006769564,2522.79086560159,0.533535217586362,11.6153917965147,18,NA,535,447,-1.13949690809962,2517,109884,539,11,NA,4,11.6071805428957,17,60,539,446,-0.817763336041159,2120,108690,554,9,NA,6,11.5962550725572,16,67,554,460,-1.08660041498307,3490,107792,577,10,NA,4,912.1,5.8,8.1,227,21568,3078,1445,20008.9060412647,970,1340.54475285735,2855.49948048093,0.528839078507953,11.5879587232004,12,65,577,483,-0.826202962554053,2455,106787,592,20,NA,5,11.578591475253,14,59,592,502,2313,65608,35,48,51,54,77,12895,19,50,153,59218.3410055059,1691.95260015731,11.6153917965147,11.6071805428957,11.5962550725572,11.5879587232004
"Frankfurt","Eberswalde","EberswaldeFrankfurt","Schwabe",45,0,3,0,151.156658346,2,1,1,50.7239293774,266,-0.000437381542498907,82101,319,0,1,316.7,8.7,16.1,261,8560,983,171,10426.182385111,850,208.280045310045,1197.30575754254,0.519807583474816,11.3157054756343,8,67,319,247,-0.108285679523056,NA,82227,319,4,0,1,11.317238994264,10,64,319,255,0.153469507070559,1810,82200,318,4,0,0,11.3169105810443,12,67,318,251,-0.0328359298040789,1303,82107,271,5,0,1,323.3,8.2,16,308,8218,1087,182,10008.8908375656,810,221.661977663293,1323.88225120879,0.514394045780087,11.3157785536817,8,54,271,211,-0.113138686131387,1133,82272,253,7,0,0,11.3177861100656,7,53,253,199,NA,21750,16,30,27,24,45,4246,3,20,81,26491.7601490847,1655.73500931779,11.3157054756343,11.317238994264,11.3169105810443,11.3157785536817
"Erfurt","Eisenach","EisenachErfurt","Schwabe",50,0,5,0,4.58190467788,1,0,1,276.040870796,516,-0.00517242863167316,115930,431,0,1,637.4,6.4,11.4,223,14197,2331,823,12246.1830414906,1050,709.911153282153,2010.69610972138,0.525988198205481,11.6607418396644,8,67,431,391,-0.107707552453578,NA,115642,NA,7,0,0,11.6582544910343,9,58,NA,NA,-0.248425774174071,NA,115354,495,7,NA,NA,11.6557609400705,10,58,495,445,-0.249044464813822,2064,115188,518,3,NA,NA,645.9,6.2,11.3,258,14027,2366,777,12177.48376567,1030,674.549432232524,2054.0334062576,0.52273645101365,11.6543208551515,7,NA,518,473,-0.143904849420046,2050,115592,NA,13,NA,NA,11.6578220286734,NA,NA,NA,NA,2026,1300,2,31,38,24,34,6140,1,30,93,1121.36634175796,560.683170878979,11.6607418396644,11.6582544910343,11.6557609400705,11.6543208551515
"Gera","Eisenberg","EisenbergGera","Schwabe",52,0,3,0,59.7432744368,5,0,1,202.606895028,135,-0.000702082845775802,34031,NA,0,0,376.7,6.1,9.7,260,9016,1024,362,26493.4912285857,1050,1063.73600540683,3009.02118656519,0.527890056588521,10.4350271528992,NA,NA,NA,NA,0.416051932723517,1349,34056,90,0,0,0,10.435761507508,NA,NA,90,77,0.0734624313126267,NA,33967,84,0,0,0,10.4331447440372,NA,NA,84,71,-0.26133427296218,NA,33913,73,1,0,0,379.1,5.9,9.6,297,9145,1018,319,26966.0602128977,1100,940.642231592605,3001.79872025477,0.524554776038856,10.4315537006845,NA,NA,73,62,-0.158977831424618,NA,34160,70,4,0,0,10.4388106479025,NA,NA,70,61,NA,1800,5,16,13,24,0,1349,0,5,53,5289.29505450912,1057.85901090182,10.4350271528992,10.435761507508,10.4331447440372,10.4315537006845
"Frankfurt","Eisenhuettenstadt (Stadt)","Eisenhuettenstadt (Stadt)Frankfurt","Schwabe",64,1,1,0,227.646500585,1,1,1,92.4029949616,250,0.097030358176855,48246,412,0,3,316.7,8.7,16.1,261,8560,983,171,17742.4035153173,850,354.433528168138,2037.47460929403,0.519807583474816,10.7840682017762,11,76,412,353,-2.51560889858762,626,48810,413,2,0,1,10.7956904888812,12,64,413,345,1.16900882974754,1065,51729,407,3,0,4,10.8537738316682,9,59,407,330,5.98033189920098,745,52728,387,0,0,7,323.3,8.2,16,308,8218,1087,182,15585.6470945228,810,345.167652859961,2061.52328933394,0.514394045780087,10.8729019027326,4,62,387,313,1.93121846546425,781,53048,366,14,0,3,10.8789524430487,2,58,366,288,NA,46300,9,30,27,24,38,3217,18,19,81,95966.5049952328,10662.9449994703,10.7840682017762,10.7956904888812,10.8537738316682,10.8729019027326
"Halle","Eisleben","EislebenHalle","Schwabe",62,0,1,0,62.969282864,5,0,1,167.600654212,98,-0.0987537426107429,73475,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,28975.8421231711,960,1453.55563116706,4759.44198707043,0.527598844957797,11.2047004912871,7,42,NA,NA,-1.27379976620131,1110,72465,NA,5,0,0,11.1908589656566,NA,NA,NA,NA,-1.37461721674039,1075,71572,NA,3,NA,NA,11.1784592150118,6,38,NA,NA,-1.23231905057614,2090,70995,200,5,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,28762.5889147123,940,1693.07697725192,5105.99337981548,0.524277846465101,11.1703647310085,4,43,200,183,-0.806181188174146,1416,70436,202,3,NA,NA,11.1624597750807,NA,NA,202,185,1395,21200,19,91,71,61,17,7086,0,16,223,28853.3514800953,1518.5974463208,11.2047004912871,11.1908589656566,11.1784592150118,11.1703647310085
"Erfurt","Erfurt (Stadt)","Erfurt (Stadt)Erfurt","Schwabe",34,1,1,1,55.777797646,1,0,1,239.24646293,1560,0.0470221524258215,214955,434,0,2,637.4,6.4,11.4,223,14197,2331,823,6604.6381800842,1050,382.870833430253,1084.41301667791,0.525988198205481,12.2781839828774,NA,NA,NA,NA,0.337952957321769,NA,216046,NA,15,NA,4,12.2832466269559,NA,NA,NA,NA,0.507548091461003,NA,217134,NA,33,NA,NA,12.2882699534615,NA,NA,NA,NA,0.50359645631023,NA,218701,578,31,NA,NA,645.9,6.2,11.3,258,14027,2366,777,6413.77954376066,1030,355.279582626508,1081.84233268252,0.52273645101365,12.2954607791281,NA,NA,NA,NA,0.721674173551816,4826,220016,599,68,NA,NA,12.3014555499627,NA,NA,NA,NA,NA,16400,13,31,38,24,0,4826,6,147,93,7629.50384964295,586.884911510996,12.2781839828774,12.2832466269559,12.2882699534615,12.2954607791281
"Karl-Marx-Stadt","Floeha","FloehaKarl-Marx-Stadt","Schwabe",47,0,3,0,94.3400204456,1,0,1,188.39011568,301,-0.0249730373014988,52918,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,47352.5076533505,870,1721.53142597982,4892.47515023244,0.535546027208724,10.8764988246198,NA,NA,NA,NA,-0.423385958639896,2150,52668,152,0,NA,1,10.8717633394762,10,20,152,137,-0.472429041158018,1234,52580,140,1,NA,NA,10.8700910982839,NA,NA,140,128,-0.167084377610693,1422,52416,134,1,NA,NA,962.6,5.9,6,216,26486,2527,820,50530.3724053724,940,1564.40781440781,4821.04700854701,0.532388772607739,10.8669671672127,8,23,134,123,-0.311905667554203,759,52435,134,3,NA,1,10.8673295862685,5,17,134,122,756,13350,6,44,52,52,23,6321,2,5,148,25227.7107978382,4204.61846630636,10.8764988246198,10.8717633394762,10.8700910982839,10.8669671672127
"Cottbus","Forst","ForstCottbus","Schwabe",50,0,2,0,234.235826501,3,1,0,122.696628647,70,-0.0485441644237827,39223,NA,NA,NA,456.9,6.9,11,221,9681,763,260,24681.9468169186,790,662.876373556332,1945.28720393647,0.520656479909451,10.5770185884109,NA,NA,NA,NA,-1.14423973586713,1072,38923,NA,7,NA,NA,10.5693406145215,NA,NA,NA,NA,-0.76485735410346,854,38808,NA,1,NA,NA,10.5663816899251,NA,NA,NA,NA,-0.295455129357963,1151,38913,NA,1,NA,NA,462.2,6.6,10.8,248,9015,724,291,23167.0649911341,760,747.822064605659,1860.56073805669,0.516668550118657,10.5690836640088,NA,NA,NA,NA,0.270562770562771,660,38886,NA,7,NA,NA,10.5683895676558,NA,NA,NA,NA,746,25830,8,48,39,30,0,4483,0,16,117,65854.2181883079,8231.77727353848,10.5770185884109,10.5693406145215,10.5663816899251,10.5690836640088
