"district","county","spatial.id","sources","time.of.first.protest","city_county","cities","districtcapital","dist_border","protests53","poland","WGTV","dist_Berlin","exits_89","pop_change_80to88","pop_county.1984","sum_im.1984","zersetz.1984","zersetz_and_prevent.1984","percentage_employed_persons.1984","percentage_construction_workers.1984","percentage_farmers.1984","industrial_productivity.1984","available_flats.1984","theater_performances.1984","theater_guests.1984","flats_per_ht.1984","hospital_beds_per_ht.1984","theater_guests_per_ht.1984","theater_perf_per_ht.1984","percentage_female.1984","pop.log.1984","ovs_clean.1984","opks_clean.1984","sum_im_clean.1984","ims_clean.1984","pop_change_yearly.1984","petition_sum.1984","pop_county.1985","sum_im.1985","parrests.1985","zersetz.1985","zersetz_and_prevent.1985","pop.log.1985","ovs_clean.1985","opks_clean.1985","sum_im_clean.1985","ims_clean.1985","pop_change_yearly.1985","petition_sum.1985","pop_county.1986","sum_im.1986","parrests.1986","zersetz.1986","zersetz_and_prevent.1986","pop.log.1986","ovs_clean.1986","opks_clean.1986","sum_im_clean.1986","ims_clean.1986","pop_change_yearly.1986","petition_sum.1986","pop_county.1987","sum_im.1987","parrests.1987","zersetz.1987","zersetz_and_prevent.1987","percentage_employed_persons.1987","percentage_construction_workers.1987","percentage_farmers.1987","industrial_productivity.1987","available_flats.1987","theater_performances.1987","theater_guests.1987","flats_per_ht.1987","hospital_beds_per_ht.1987","theater_guests_per_ht.1987","theater_perf_per_ht.1987","percentage_female.1987","pop.log.1987","ovs_clean.1987","opks_clean.1987","sum_im_clean.1987","ims_clean.1987","pop_change_yearly.1987","petition_sum.1987","pop_county.1988","sum_im.1988","parrests.1988","zersetz.1988","zersetz_and_prevent.1988","pop.log.1988","ovs_clean.1988","opks_clean.1988","sum_im_clean.1988","ims_clean.1988","petition_sum.1988","sum.participants","n.protest.events","OPKs_DVP_86","OPKs_DVP_87","OPKs_DVP_88","ovs.sum","petition.sum","zersetz_and_prevent.sum","parrests.sum","OPKs_DVP_sum","sum.participants_ht","mean.participants_ht","pop_county.1984.log","pop_county.1985.log","pop_county.1986.log","pop_county.1987.log"
"Cottbus","Herzberg","HerzbergCottbus","Schwabe",59,0,5,0,161.297026617,3,0,1,89.6944698943,28,-0.0337438617683359,37228,NA,NA,NA,456.9,6.9,11,221,9681,763,260,26004.6201783604,790,698.399054475126,2049.53260986354,0.520656479909451,10.5248164453056,NA,NA,NA,NA,-0.11001100110011,NA,37135,NA,5,NA,NA,10.5223152001034,NA,NA,NA,NA,-0.249811969485334,516,36984,NA,0,NA,NA,10.5182406656681,NA,NA,NA,NA,-0.406624478255016,NA,36772,NA,2,NA,NA,462.2,6.6,10.8,248,9015,724,291,24515.93603829,760,791.362993582073,1968.88937234853,0.516668550118657,10.5124919649836,NA,NA,NA,NA,-0.573220852260437,618,36796,NA,4,NA,NA,10.513144422597,NA,NA,NA,NA,536,88970,12,48,39,30,0,1670,0,11,117,238986.784140969,19915.5653450808,10.5248164453056,10.5223152001034,10.5182406656681,10.5124919649836
"Suhl","Hildburghausen","HildburghausenSuhl","Schwabe",63,0,5,0,3.19650948945,4,0,1,298.38858542,82,-0.019533189869227,59560,285,NA,1,296.5,5.9,7.9,223,5557,456,211,9330.08730691739,900,354.264607118872,765.614506380121,0.524077775758677,10.9947394867979,5,35,285,256,-0.630651673395842,845,59471,274,0,NA,NA,10.9932440777602,4,35,274,244,-0.149429147078576,722,59451,NA,6,NA,NA,10.9929077228353,3,30,NA,NA,-0.033629836390846,1000,59353,265,1,NA,NA,297.4,5.7,8,251,5668,453,182,9549.64365743939,890,306.639933954476,763.230165282294,0.518127163417745,10.9912579463593,5,25,265,226,-0.16484163428706,NA,59230,219,2,NA,NA,10.989183449271,NA,NA,219,219,728,3050,4,23,23,23,17,3295,1,9,69,5120.88650100739,1280.22162525185,10.9947394867979,10.9932440777602,10.9929077228353,10.9912579463593
"Karl-Marx-Stadt","Hohenstein-Ernstthal","Hohenstein-ErnstthalKarl-Marx-Stadt","Schwabe",56,0,3,0,67.3374794502,4,0,1,197.857588812,481,-0.0360298464537364,61526,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,40727.4973182069,870,1480.67483665442,4207.97711536586,0.535546027208724,11.0272151286826,NA,NA,NA,NA,-0.576895108511223,NA,61089,138,4,NA,1,11.0200870962186,12,31,138,123,-0.710268829437961,NA,60625,147,2,NA,NA,11.0124626282398,NA,NA,147,130,-0.759547545384603,NA,60481,150,5,NA,NA,962.6,5.9,6,216,26486,2527,820,43792.2653395281,940,1355.79768853028,4178.17165721466,0.532388772607739,11.0100845451083,10,36,150,134,-0.237525773195876,NA,60322,165,9,NA,1,11.0074521586308,7,36,165,146,NA,5800,4,44,52,52,29,0,2,20,148,9426.90894906218,2356.72723726555,11.0272151286826,11.0200870962186,11.0124626282398,11.0100845451083
"Cottbus","Hoyerswerda","HoyerswerdaCottbus","Schwabe",57,0,4,0,197.587102013,2,0,0,135.846606496,418,-0.0268763340157686,112961,362,0,0,456.9,6.9,11,221,9681,763,260,8570.21449880932,790,230.16793406574,675.454360354459,0.520656479909451,11.6347979053791,8,NA,362,301,-0.5519949290418,1731,112459,373,4,0,0,11.6303439897562,5,NA,373,310,-0.444401165003851,1306,111810,NA,10,NA,NA,11.6245562811414,NA,NA,NA,NA,-0.577099209489681,1774,111325,NA,16,NA,NA,462.2,6.6,10.8,248,9015,724,291,8097.91152032338,760,261.396811138558,650.348079946104,0.516668550118657,11.6202091301899,NA,NA,NA,NA,-0.433771576782041,1216,111700,NA,18,NA,NA,11.6235719850573,NA,NA,NA,NA,1153,16500,14,48,39,30,13,7180,0,48,117,14606.8112003258,1043.34365716613,11.6347979053791,11.6303439897562,11.6245562811414,11.6202091301899
"Suhl","Ilmenau","IlmenauSuhl","Schwabe",34,0,4,0,28.2078896382,1,0,1,270.481192276,238,-0.00337531780589731,69336,295,NA,1,296.5,5.9,7.9,223,5557,456,211,8014.59559247721,900,304.315218645437,657.6670128072,0.524077775758677,11.1467195308142,14,43,295,267,-0.304825444297464,858,69099,310,4,NA,NA,11.143295537871,12,42,310,280,-0.341813776393216,952,68776,NA,10,NA,NA,11.1386101258543,18,27,NA,NA,-0.467445259699851,NA,68506,264,3,NA,NA,297.4,5.7,8,251,5668,453,182,8273.72784865559,890,265.670160277932,661.255948384083,0.518127163417745,11.1346766116553,11,23,264,NA,-0.392578806560428,NA,68207,277,22,NA,NA,11.1303024778607,NA,NA,277,NA,1126,116400,43,23,23,23,55,2936,1,39,69,167878.158532364,3904.14322168289,11.1467195308142,11.143295537871,11.1386101258543,11.1346766116553
"Gera","Jena (Stadt)","Jena (Stadt)Gera","Schwabe",34,1,1,0,46.8173627871,1,0,1,217.8208199,1423,0.0497312742363426,107062,NA,1,2,376.7,6.1,9.7,260,9016,1024,362,8421.28859912948,1050,338.121835945527,956.455138144253,0.527890056588521,11.5811633848863,NA,NA,NA,NA,0.475810614236779,NA,107401,321,11,0,3,11.5843247720005,NA,NA,321,250,0.316638956866115,NA,107610,322,11,0,3,11.5862688591944,NA,NA,322,253,0.194597815662796,NA,107774,332,9,0,2,379.1,5.9,9.6,297,9145,1018,319,8485.34897099486,1100,295.989756341975,944.569191085048,0.524554776038856,11.5877917209826,NA,NA,332,270,0.15240219310473,NA,108010,330,31,0,0,11.5899790944125,NA,NA,330,271,NA,720,4,16,13,24,0,0,10,62,53,672.507519007678,168.126879751919,11.5811633848863,11.5843247720005,11.5862688591944,11.5877917209826
"Gera","Jena-Land","Jena-LandGera","Schwabe",48,0,3,0,44.6089076118,16,0,1,219.497690903,184,-0.0530956275820002,35087,NA,NA,NA,376.7,6.1,9.7,260,9016,1024,362,25696.1267705988,1050,1031.72115028358,2918.45982842648,0.527890056588521,10.4655859704795,NA,NA,NA,NA,-0.886980593768538,NA,34736,NA,1,NA,NA,10.4555318921181,NA,NA,NA,NA,-1.00037050759541,NA,34548,NA,4,NA,NA,10.4501049404002,NA,NA,NA,NA,-0.541225241824044,NA,34431,NA,0,NA,NA,379.1,5.9,9.6,297,9145,1018,319,26560.3671110337,1100,926.490662484389,2956.63791350818,0.524554776038856,10.4467126003488,NA,NA,NA,NA,-0.338659256686349,NA,34152,NA,3,NA,NA,10.4385764284378,NA,NA,NA,NA,NA,3550,5,16,13,24,0,0,0,8,53,10117.707413002,2023.54148260039,10.4655859704795,10.4555318921181,10.4501049404002,10.4467126003488
"Potsdam","Jueterbog","JueterbogPotsdam","Schwabe",63,0,2,0,136.71750993,2,0,1,65.0049745551,47,-0.0325870448569835,36830,213,NA,NA,538.2,7.5,16.2,213,11411,920,104,30982.8943795819,1180,282.378495791474,2497.96361661689,0.523049487293803,10.5140680094391,4,23,213,203,-0.389462865797587,1119,36628,208,2,0,0,10.5085682542276,3,19,208,197,-0.548465924518056,959,36508,205,0,1,2,10.5052866936368,5,13,205,194,-0.327618215572786,1099,36496,206,5,1,0,547.7,7.2,16.4,233,11051,1036,319,30280.0306882946,1130,874.068391056554,2838.66725120561,0.519415746348415,10.5049579445242,6,17,206,197,-0.0328695080530295,534,36426,201,4,1,2,10.5030380843585,3,28,201,189,441,500,4,36,65,55,21,4152,4,11,156,1357.5889220744,339.397230518599,10.5140680094391,10.5085682542276,10.5052866936368,10.5049579445242
"Dresden","Kamenz","KamenzDresden","Schwabe",64,0,3,0,171.925875207,1,0,1,144.855224812,190,-0.0104758522727273,61596,230,NA,NA,912.4,6,7.9,205,20044,2795,1227,32541.0740957205,970,1992.0124683421,4537.63231378661,0.533535217586362,11.0283522123483,4,25,230,177,-0.223539702595004,789,61528,227,3,NA,1,11.0272476347369,7,16,227,176,-0.110396779011624,397,61591,220,4,NA,2,11.0282710349513,6,18,220,175,0.102392406709141,789,61448,220,6,NA,1,912.1,5.8,8.1,227,21568,3078,1445,35099.5964067179,970,2351.58182528317,5009.11339669314,0.528839078507953,11.0259465676785,4,18,220,178,-0.232176779074865,379,61303,220,10,NA,1,11.0235840603679,3,16,220,183,369,3048150,52,48,51,54,24,2723,5,23,153,4948616.79329827,95165.7075634282,11.0283522123483,11.0272476347369,11.0282710349513,11.0259465676785
"Karl-Marx-Stadt","Klingenthal","KlingenthalKarl-Marx-Stadt","Schwabe",34,0,3,0,21.7844328355,0,0,1,248.359786445,117,-0.0500919496061263,35191,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,71205.7060043761,870,2588.73007303004,7356.99468614134,0.535546027208724,10.4685456470758,NA,NA,NA,NA,-0.668962402619397,NA,34846,201,0,NA,NA,10.4586936319829,10,52,201,187,-0.98036429768975,914,34701,207,1,NA,0,10.4545237839635,NA,NA,207,192,-0.416116627446479,1014,34790,195,2,NA,NA,962.6,5.9,6,216,26486,2527,820,76131.0721471687,940,2356.99913768324,7263.5814889336,0.532388772607739,10.457085268146,9,49,195,182,0.256476758594853,624,34608,182,5,NA,0,10.4518401481928,8,41,182,172,652,950,4,44,52,52,27,3204,0,8,148,2699.55386320366,674.888465800915,10.4685456470758,10.4586936319829,10.4545237839635,10.457085268146
"Potsdam","Koenigs Wusterhausen","Koenigs WusterhausenPotsdam","Schwabe",59,0,4,0,166.854106801,4,0,1,37.3433812682,326,0.0124108118158366,88040,363,NA,NA,538.2,7.5,16.2,213,11411,920,104,12961.1540208996,1180,118.128123580191,1044.97955474784,0.523049487293803,11.3855465356404,8,36,363,351,-0.263953870379391,1832,87575,342,16,0,1,11.3802508480657,5,37,342,330,-0.528169014084507,1703,87498,349,6,1,1,11.3793712149416,6,38,349,334,-0.0879246360262632,2003,87424,343,13,1,1,547.7,7.2,16.4,233,11051,1036,319,12640.6936310395,1130,364.888360175695,1185.02928257687,0.519415746348415,11.3785251234904,9,52,343,327,-0.0845733616768383,1886,87122,323,14,3,3,11.3750647141845,NA,49,323,307,1747,10690,6,36,65,55,28,9171,6,49,156,12142.2080872331,2023.70134787218,11.3855465356404,11.3802508480657,11.3793712149416,11.3785251234904
"Halle","Koethen","KoethenHalle","Schwabe",59,0,4,0,78.7425290573,4,0,1,128.306216937,115,-0.0504725396595786,80551,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,26430.4602053357,960,1325.86808357438,4341.34895904458,0.527598844957797,11.2966458031773,12,50,NA,NA,-0.83345644359088,NA,80161,NA,4,1,2,11.2917923912908,NA,NA,NA,NA,-0.484165311417611,1610,79722,NA,7,NA,NA,11.2863008618194,15,35,NA,NA,-0.547647858684398,1996,79259,213,10,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,25763.6356754438,940,1516.54701674258,4573.61309125777,0.524277846465101,11.2804762499603,13,49,213,194,-0.580768169388625,1799,78769,229,7,NA,NA,11.2742747974283,NA,NA,229,208,1328,3800,4,91,71,61,40,6733,2,28,223,4717.50816253057,1179.37704063264,11.2966458031773,11.2917923912908,11.2863008618194,11.2804762499603
"Erfurt","Langensalza","LangensalzaErfurt","Schwabe",55,0,3,0,31.3910093433,3,0,1,245.350727729,111,-0.00197061217495609,46428,157,0,0,637.4,6.4,11.4,223,14197,2331,823,30578.5301972947,1050,1772.63720168864,5020.67717756526,0.525988198205481,10.7456580044885,1,21,157,139,-0.206345112200155,NA,46355,161,9,NA,0,10.7440844400411,3,20,161,142,-0.157232704402516,NA,46184,178,1,NA,NA,10.7403886967408,2,25,178,152,-0.368892244633804,NA,46629,194,3,NA,NA,645.9,6.2,11.3,258,14027,2366,777,30082.1377254498,1030,1666.34497844689,5074.09551995539,0.52273645101365,10.749977944151,1,NA,194,167,0.963537155724926,1109,46594,NA,12,NA,NA,10.7492270564592,NA,NA,NA,NA,1062,7000,3,31,38,24,7,2171,0,25,93,15077.1086413371,5025.70288044571,10.7456580044885,10.7440844400411,10.7403886967408,10.749977944151
"Leipzig","Leipzig (Stadt)","Leipzig (Stadt)Leipzig","Schwabe",1,1,1,1,106.433129067,1,0,1,149.701959313,7132,-0.0318132185183541,555764,775,0,0,706.9,6.6,8.3,176,19437,2262,1205,3497.34779510728,1230,216.818649642654,407.007290864468,0.535476878612717,13.2280990226922,22,136,775,683,-0.577823733349553,16905,553660,766,50,0,0,13.2243060589156,26,170,766,678,-0.378577957550327,20162,550641,795,68,0,0,13.2188383331392,27,74,795,718,-0.545280497055955,20629,549230,843,52,0,0,705,6.5,8.3,189,19031,2048,948,3465.03286419169,1200,172.605283760902,372.885676310471,0.530966325036603,13.216272576293,35,95,843,772,-0.256246810535358,18851,545307,872,156,0,0,13.2091042178022,36,94,872,798,NA,3300,4,35,28,32,146,76547,0,326,95,593.777214789011,148.444303697253,13.2280990226922,13.2243060589156,13.2188383331392,13.216272576293
"Leipzig","Leipzig-Land","Leipzig-LandLeipzig","Schwabe",65,0,5,0,104.110870237,13,0,1,152.168668062,1004,-0.10596751506144,140540,287,0,0,706.9,6.6,8.3,176,19437,2262,1205,13830.226270101,1230,857.40714387363,1609.50619040842,0.535476878612717,11.8532474247462,4,57,287,261,-1.00028176951254,3176,138768,298,8,1,1,11.8405587529242,3,56,298,273,-1.26085100327309,NA,136795,311,12,0,0,11.826238733795,6,40,311,288,-1.42179753257235,NA,135558,316,5,0,0,705,6.5,8.3,189,19031,2048,948,14039.0091326222,1200,699.33165139645,1510.79242833326,0.530966325036603,11.8171548719975,9,59,316,296,-0.904272816988925,2634,134745,317,14,0,0,11.8111393823314,7,55,317,298,NA,8210,8,35,28,32,29,5810,1,39,95,5841.75323751245,730.219154689056,11.8532474247462,11.8405587529242,11.826238733795,11.8171548719975
"Gera","Lobenstein","LobensteinGera","Schwabe",58,0,3,0,8.0005619548,1,0,1,261.01823742,51,0.00854790681380277,28561,NA,0,0,376.7,6.1,9.7,260,9016,1024,362,31567.5221455831,1050,1267.46262385771,3585.30863765274,0.527890056588521,10.2597974298461,NA,NA,NA,NA,0.140247536902633,NA,28544,99,2,0,0,10.2592020353797,NA,NA,99,70,-0.0595217254297819,NA,28712,88,2,0,1,10.2650704328274,NA,NA,88,62,0.588565022421525,NA,28771,96,2,0,1,379.1,5.9,9.6,297,9145,1018,319,31785.4784331445,1100,1108.7553439227,3538.2850787251,0.524554776038856,10.2671232143705,NA,NA,96,70,0.205488994148788,NA,28789,97,5,0,0,10.2677486487202,NA,NA,97,69,NA,417140,40,16,13,24,0,0,2,11,53,1460523.09092819,36513.0772732047,10.2597974298461,10.2592020353797,10.2650704328274,10.2671232143705
"Dresden","Loebau","LoebauDresden","Schwabe",64,0,6,0,195.282932803,6,0,0,184.908783882,352,-0.037203468504948,98747,316,NA,NA,912.4,6,7.9,205,20044,2795,1227,20298.3381773623,970,1242.56939451325,2830.46573566792,0.533535217586362,11.5003163025551,5,25,316,227,-0.829542144958975,1438,98518,294,6,NA,1,11.4979945515818,8,24,294,221,-0.231905779416084,1243,98298,300,10,NA,2,11.4957589600483,5,26,300,221,-0.223309445989565,1980,98063,303,1,NA,2,912.1,5.8,8.1,227,21568,3078,1445,21994.024249717,970,1473.54251858499,3138.79852747723,0.528839078507953,11.4933654082514,3,27,303,225,-0.239068953590104,NA,97487,308,8,NA,2,11.4874743147629,1,23,308,236,1312,5780,12,48,51,54,22,5973,7,25,153,5853.34238002167,487.778531668473,11.5003163025551,11.4979945515818,11.4957589600483,11.4933654082514
"Cottbus","Luckau","LuckauCottbus","Schwabe",62,0,3,0,178.295793072,2,0,1,73.8863824148,41,-0.051897554548668,30112,NA,NA,NA,456.9,6.9,11,221,9681,763,260,32149.9734325186,790,863.443145589798,2533.87353878852,0.520656479909451,10.3126790423851,1,23,NA,NA,-0.466069480712657,544,30100,NA,1,NA,NA,10.312280450737,NA,NA,NA,NA,-0.0398512221041445,NA,29932,NA,1,NA,NA,10.3066834212002,NA,NA,NA,NA,-0.558139534883721,NA,29731,NA,1,NA,NA,462.2,6.6,10.8,248,9015,724,291,30321.8862466786,760,978.77636137365,2435.16867915644,0.516668550118657,10.2999455514843,NA,NA,NA,NA,-0.671522116798076,739,29504,NA,4,NA,NA,10.2922811263563,NA,NA,NA,NA,836,48225,37,48,39,30,1,2119,0,7,117,160152.098831031,4328.43510354137,10.3126790423851,10.312280450737,10.3066834212002,10.2999455514843
"Schwerin","Ludwigslust","LudwigslustSchwerin","Schwabe",53,0,5,0,18.1064241789,4,0,1,154.266488323,65,-0.0181458157501785,61078,258,0,NA,289.3,7.4,21.8,208,6511,1131,270,10660.1394937621,1020,442.057696715675,1851.73057402011,0.521276595744681,11.0199070148541,2,21,258,229,-0.212390537184682,NA,60859,272,12,0,NA,11.0163149921625,NA,30,272,241,-0.35855790955827,NA,60632,271,6,0,NA,11.0125780854919,9,30,271,239,-0.372993312410654,NA,60535,279,3,1,NA,293.3,7,22.1,230,6158,911,196,10172.6274056331,980,323.779631618072,1504.91451226563,0.517857142857143,11.0109769891418,7,39,279,248,-0.159981527906056,NA,60494,279,7,0,NA,11.0102994655472,NA,38,279,245,NA,39750,27,16,23,27,18,0,0,28,66,65080.7164609188,2410.39690595996,11.0199070148541,11.0163149921625,11.0125780854919,11.0109769891418
"Schwerin","Luebz","LuebzSchwerin","Schwabe",58,0,3,0,62.0220316957,1,0,1,138.570029445,27,-0.00931560580278603,33999,NA,NA,NA,289.3,7.4,21.8,208,6511,1131,270,19150.5632518603,1020,794.141004147181,3326.56842848319,0.521276595744681,10.4340863914011,NA,NA,NA,100,-0.351710190802779,NA,33821,NA,4,NA,NA,10.4288371903182,NA,NA,NA,NA,-0.523544810141475,NA,33942,NA,1,NA,NA,10.4324084645712,NA,NA,NA,NA,0.357765885100973,NA,34074,NA,6,NA,NA,293.3,7,22.1,230,6158,911,196,18072.4305922404,980,575.218641779656,2673.59276867993,0.517857142857143,10.4362899091055,NA,NA,NA,NA,0.388898709563373,NA,34350,NA,4,NA,NA,10.4443572976505,NA,NA,NA,NA,NA,20250,20,16,23,27,0,0,0,15,66,59560.5753110386,2978.02876555193,10.4340863914011,10.4288371903182,10.4324084645712,10.4362899091055
"Magdeburg","Magdeburg (Stadt)","Magdeburg (Stadt)Magdeburg","Schwabe",32,0,1,1,39.1805458234,1,0,1,129.263697716,797,0.00789447213521885,288934,NA,NA,NA,647.2,7.3,15.3,207,15765,1737,581,5456.26336810483,1080,201.083984577793,601.175354925346,0.52705826093887,12.5739535673109,NA,87,NA,NA,-0.0487762691343077,3923,288965,NA,34,NA,NA,12.5740608524941,NA,96,NA,NA,0.0107290938415001,3728,288975,NA,38,NA,NA,12.5740954581625,NA,96,NA,NA,0.0034606267194989,5443,289778,NA,46,NA,NA,651.9,7.3,15.3,227,17705,1828,585,6109.84960901104,1050,201.87867954089,630.827737095294,0.523371218184729,12.5768703915633,NA,110,NA,NA,0.277878709230902,4996,290579,NA,78,NA,NA,12.5796307632263,NA,87,NA,NA,5628,10050,8,43,38,42,0,23718,0,196,123,3478.30300345408,434.787875431759,12.5739535673109,12.5740608524941,12.5740954581625,12.5768703915633
"Neubrandenburg","Malchin","MalchinNeubrandenburg","Schwabe",49,0,4,0,114.287613603,1,0,0,142.099698337,19,-0.0229972698428315,39749,163,NA,NA,302.8,8.7,26.8,218,6959,713,168,17507.35867569,950,422.652142192256,1793.75581775642,0.515723270440252,10.5903399625333,1,16,163,145,-0.405903134474205,NA,39756,151,1,NA,0,10.5905160520879,0,11,151,135,0.0176105059246774,NA,39686,142,0,NA,NA,10.5887537596452,2,7,142,129,-0.176074051715464,NA,39550,140,0,NA,0,307,8.1,27.1,239,7629,775,175,19289.5069532238,930,442.477876106195,1959.54487989886,0.51241134751773,10.5853209731958,2,12,140,127,-0.342690117421761,NA,39722,137,8,NA,0,10.5896604693587,2,7,137,124,NA,43850,10,14,12,14,7,0,0,9,40,110317.2406853,11031.72406853,10.5903399625333,10.5905160520879,10.5887537596452,10.5853209731958
"Karl-Marx-Stadt","Marienberg","MarienbergKarl-Marx-Stadt","Schwabe",47,0,4,0,91.3994057739,2,0,1,207.558466527,202,-0.0440646261068956,64898,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,38611.3593639249,870,1403.74125550864,3989.33711362446,0.535546027208724,11.0805720855764,NA,NA,NA,NA,-0.411257404167818,1580,64498,174,0,NA,0,11.0743894945512,7,48,174,162,-0.616351813615212,1224,64075,166,6,NA,NA,11.0678095512323,NA,NA,166,153,-0.655834289435331,1355,63826,160,1,NA,NA,962.6,5.9,6,216,26486,2527,820,41497.1955002663,940,1284.74289474509,3959.2015792937,0.532388772607739,11.0639159098287,7,51,160,146,-0.388607101053453,844,63368,166,2,NA,0,11.0567142811441,3,42,166,153,755,1000,1,44,52,52,17,5758,0,9,148,1540.87953403803,1540.87953403803,11.0805720855764,11.0743894945512,11.0678095512323,11.0639159098287
"Suhl","Meiningen","MeiningenSuhl","Schwabe",51,0,3,0,5.29686551752,1,0,1,305.91775079,115,-0.00337340442259037,69851,301,NA,1,296.5,5.9,7.9,223,5557,456,211,7955.50528983121,900,302.07155230419,652.818141472563,0.524077775758677,11.1541196809749,12,35,301,262,-0.0372082373313107,824,69745,303,1,NA,NA,11.1526010125263,8,28,303,266,-0.151751585517745,939,69668,NA,1,NA,NA,11.1514963808517,8,22,NA,NA,-0.110402179367697,1248,69544,319,4,NA,NA,297.4,5.7,8,251,5668,453,182,8150.23582192569,890,261.704819970091,651.386172782699,0.518127163417745,11.1497149247589,8,19,319,NA,-0.177987024171786,NA,69723,323,11,NA,NA,11.1522855279681,NA,NA,323,NA,879,175700,27,23,23,23,36,3890,1,17,69,251535.411089319,9316.12633664143,11.1541196809749,11.1526010125263,11.1514963808517,11.1497149247589
"Dresden","Meissen","MeissenDresden","Schwabe",51,0,4,0,129.537690888,3,0,1,153.611759322,572,-0.0635136439696229,120359,373,NA,NA,912.4,6,7.9,205,20044,2795,1227,16653.5115778629,970,1019.45014498293,2322.21936041343,0.533535217586362,11.6982342223014,14,35,373,271,-1.16685826900969,1533,119323,392,8,NA,2,11.6895893807866,16,43,392,289,-0.860758231623726,1285,118135,392,3,NA,2,11.6795833172976,11,51,392,289,-0.995616938896944,NA,117196,386,16,NA,3,912.1,5.8,8.1,227,21568,3078,1445,18403.3584763985,970,1232.97723471791,2626.36950066555,0.528839078507953,11.6716030258498,11,50,386,288,-0.794853345748508,1237,116409,285,21,NA,3,11.6648651308781,10,35,285,285,1034,1640,3,48,51,54,62,5089,10,48,153,1362.59025083292,454.196750277642,11.6982342223014,11.6895893807866,11.6795833172976,11.6716030258498
"Halle","Merseburg","MerseburgHalle","Schwabe",50,0,6,0,93.4638600422,10,0,1,165.088260279,309,-0.100353155530895,126353,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,16849.6197161919,960,845.251003141991,2767.64303182354,0.527598844957797,11.7468348561039,7,60,NA,NA,-1.4030323602625,1583,124340,NA,9,0,1,11.7307750278233,NA,NA,NA,NA,-1.59315568288842,1464,122133,NA,19,2,NA,11.7128658938526,14,37,NA,NA,-1.77497185137526,2286,120966,303,27,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,16880.7764165137,940,993.66764214738,2996.70981928806,0.524277846465101,11.7032647933578,15,28,303,283,-0.95551570828523,1610,119985,285,21,NA,NA,11.695122013951,NA,NA,285,264,1579,6000,4,91,71,61,36,8522,1,76,223,4748.60114124714,1187.15028531179,11.7468348561039,11.7307750278233,11.7128658938526,11.7032647933578
"Erfurt","Muehlhausen","MuehlhausenErfurt","Schwabe",45,0,2,0,16.0703632935,6,0,1,249.819217422,234,-0.0182960774237753,92597,180,0,0,637.4,6.4,11.4,223,14197,2331,823,15332.0301953627,1050,888.797693229802,2517.36017365573,0.525988198205481,11.4360120227013,4,47,180,144,-0.320792292373109,1769,92193,NA,8,NA,1,11.4316394847536,5,37,NA,NA,-0.436299232156549,NA,91836,220,6,NA,NA,11.4277596565979,3,29,220,179,-0.387231134684846,1504,91641,254,12,NA,NA,645.9,6.2,11.3,258,14027,2366,777,15306.467629118,1030,847.873768291485,2581.81381695966,0.52273645101365,11.4256340487733,3,NA,254,203,-0.212335032013589,1182,91699,NA,11,NA,NA,11.4262667530597,NA,NA,NA,NA,1078,60953,22,31,38,24,15,5533,1,37,93,65826.1066773222,2992.0957580601,11.4360120227013,11.4316394847536,11.4277596565979,11.4256340487733
"Halle","Naumburg","NaumburgHalle","Schwabe",58,0,3,0,71.8075607394,2,0,1,193.123418935,210,-0.0685511286374762,56183,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,37894.0248829717,960,1900.93088656711,6224.30272502358,0.527598844957797,10.9363694990189,6,31,NA,NA,-0.652496817088697,NA,55763,NA,1,0,0,10.9288658459957,NA,NA,NA,NA,-0.747557090223021,1018,55534,NA,4,1,NA,10.9247507247766,7,29,NA,NA,-0.410666571023797,NA,55189,148,4,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,37000.1268368697,940,2177.97024769429,6568.33789342079,0.524277846465101,10.9185189370449,11,37,148,126,-0.621241041524111,1231,54799,150,11,NA,NA,10.9114272245944,NA,NA,150,131,1170,2750,3,91,71,61,24,3419,0,20,223,4894.71904312692,1631.57301437564,10.9363694990189,10.9288658459957,10.9247507247766,10.9185189370449
